Giới tính của bạn:,Độ tuổi của bạn:,Trình độ học vấn cao nhất:,Tình trạng việc làm chính:,"Thu nhập bình quân tháng theo Hợp đồng lao động của bạn là bao nhiêu? (Vui lòng điền tổng thu nhập trước khi khấu trừ các loại Bảo hiểm (BHXH, BHYT, BHTN) và Thuế TNCN)","Số người phụ thuộc (con nhỏ, cha mẹ già...) đủ điều kiện giảm trừ gia cảnh:","Tôi tin rằng với các quy định quản lý thuế hiện nay, hành vi gian lận hoặc trốn thuế sẽ dễ dàng bị phát hiện và xử lý nghiêm. - HUMAN-ENF1","Tôi tin rằng Nhà nước, cơ quan thuế có đủ khả năng và công nghệ để phát hiện, xử lý nghiêm các hành vi trốn thuế. - HUMAN-ENF2","Các thủ tục khai báo thuế VÀ/HOẶC quy trình làm việc với cơ quan thuế đơn giản, tiện lợi, nhanh chóng hơn so với trước đây. - HUMAN-FAC1","So với trước đây, tôi thấy cách tính thuế và các bậc thuế trong phương án mới đơn giản, dễ hiểu và dễ thực hiện hơn. - HUMAN-FAC2","Tôi tin rằng Nhà nước, cơ quan thuế sẽ thực thi chính sách mới một cách khách quan, công tâm và đối xử bình đẳng với mọi người nộp thuế.  - HUMAN-TRU1",Tôi thấy mức thuế tôi phải đóng theo phương án mới là công bằng (người thu nhập như tôi đóng mức này là hợp lý). - HUMAN-TRU2,"Tôi tin tưởng số tiền thuế tôi đóng sẽ được Nhà nước sử dụng hiệu quả để cải thiện dịch vụ công (y tế, đường xá...). - HUMAN-TRU3","Tôi thấy Nhà nước đã giải thích rõ ràng, minh bạch về lý do và mục tiêu của việc sửa đổi thuế lần này. - HUMAN-TRU4","Sau khi xem xét các quyền lợi và nghĩa vụ, bạn có ủng hộ và tuân thủ chính sách mới hiện nay? - HUMAN-OUT1"
Nữ,54,THPT,Chính thức,13786514,4,,,,,,,,,
Nữ,31,Khác,Chính thức,12974761,4,,,,,,,,,
Nữ,32,Đại học,Chính thức,15473042,4,,,,,,,,,
Nữ,29,Đại học,Chính thức,14298159,4,,,,,,,,,
Nữ,27,THPT,Chính thức,12891895,2,,,,,,,,,
Nữ,39,THPT,Chính thức,16583808,3,,,,,,,,,
Nữ,35,Đại học,Chính thức,17131735,2,,,,,,,,,
Nữ,38,Đại học,Chính thức,12048645,3,,,,,,,,,
Nữ,28,Đại học,Chính thức,15515323,3,,,,,,,,,
Nữ,40,Đại học,Chính thức,16800948,1,,,,,,,,,
Nữ,42,Đại học,Chính thức,12876062,1,,,,,,,,,
Nữ,28,Đại học,Chính thức,12714750,4,,,,,,,,,
Nữ,33,Khác,Chính thức,17841730,2,,,,,,,,,
Nữ,54,THPT,Chính thức,17907383,3,,,,,,,,,
Nữ,42,THPT,Chính thức,15043531,4,,,,,,,,,
Nữ,39,Đại học,Chính thức,13123216,4,,,,,,,,,
Nữ,35,Đại học,Chính thức,12723881,4,,,,,,,,,
Nữ,26,Đại học,Chính thức,15503211,4,,,,,,,,,
Nữ,37,THPT,Chính thức,15363616,4,,,,,,,,,
Nữ,51,THPT,Chính thức,15659672,2,,,,,,,,,
Nữ,26,Khác,Chính thức,17821464,2,,,,,,,,,
Nữ,41,Đại học,Chính thức,17572294,4,,,,,,,,,
Nữ,49,Đại học,Chính thức,13216360,2,,,,,,,,,
Nữ,42,Đại học,Chính thức,12106934,2,,,,,,,,,
Nữ,30,Đại học,Chính thức,12418979,4,,,,,,,,,
Nữ,42,THPT,Chính thức,13839438,4,,,,,,,,,
Nữ,34,THPT,Chính thức,13786246,3,,,,,,,,,
Nữ,36,Khác,Chính thức,12112859,4,,,,,,,,,
Nữ,39,Khác,Chính thức,15996730,2,,,,,,,,,
Nữ,40,THPT,Chính thức,16795965,1,,,,,,,,,
Nữ,47,Đại học,Chính thức,14294760,4,,,,,,,,,
Nữ,32,Thạc sĩ - Tiến sĩ,Chính thức,14612378,4,,,,,,,,,
Nữ,30,Đại học,Chính thức,15905652,3,,,,,,,,,
Nữ,45,THPT,Chính thức,16474617,4,,,,,,,,,
Nữ,51,Khác,Chính thức,13452528,2,,,,,,,,,
Nữ,41,Đại học,Chính thức,15894395,2,,,,,,,,,
Nữ,48,Đại học,Chính thức,16001209,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,13238894,4,,,,,,,,,
Nữ,45,Cao đẳng - Trung cấp,Chính thức,16056428,2,,,,,,,,,
Nữ,40,Đại học,Chính thức,17445754,4,,,,,,,,,
Nữ,38,THPT,Chính thức,14704282,3,,,,,,,,,
Nữ,34,Đại học,Chính thức,16858566,2,,,,,,,,,
Nữ,35,Khác,Chính thức,15619247,3,,,,,,,,,
Nữ,39,Khác,Chính thức,17546810,3,,,,,,,,,
Nữ,45,Khác,Chính thức,15628245,3,,,,,,,,,
Nữ,43,Cao đẳng - Trung cấp,Chính thức,16086869,3,,,,,,,,,
Nữ,42,THPT,Chính thức,15972714,4,,,,,,,,,
Nữ,26,Khác,Chính thức,16353798,4,,,,,,,,,
Nữ,36,Khác,Chính thức,17487015,2,,,,,,,,,
Nữ,39,Đại học,Chính thức,14045562,3,,,,,,,,,
Nữ,44,Khác,Chính thức,17202489,4,,,,,,,,,
Nữ,41,Khác,Chính thức,14443061,2,,,,,,,,,
Nữ,28,THPT,Chính thức,17885881,2,,,,,,,,,
Nữ,51,Khác,Chính thức,12399455,4,,,,,,,,,
Nữ,43,Khác,Chính thức,17898301,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,14833358,4,,,,,,,,,
Nữ,28,Cao đẳng - Trung cấp,Chính thức,14497725,4,,,,,,,,,
Nữ,46,Đại học,Chính thức,12726509,3,,,,,,,,,
Nữ,43,THPT,Chính thức,15263915,4,,,,,,,,,
Nữ,45,THPT,Chính thức,14798728,3,,,,,,,,,
Nữ,31,Khác,Chính thức,12932746,2,,,,,,,,,
Nữ,40,Đại học,Chính thức,16751544,3,,,,,,,,,
Nữ,24,Đại học,Chính thức,12239277,4,,,,,,,,,
Nữ,34,THPT,Chính thức,16547004,4,,,,,,,,,
Nữ,25,Khác,Chính thức,17099802,4,,,,,,,,,
Nữ,28,Đại học,Chính thức,16947384,2,,,,,,,,,
Nữ,45,THPT,Chính thức,15883139,2,,,,,,,,,
Nữ,44,Đại học,Chính thức,15260697,4,,,,,,,,,
Nữ,30,Cao đẳng - Trung cấp,Chính thức,17997464,1,,,,,,,,,
Nữ,33,Đại học,Chính thức,15195720,4,,,,,,,,,
Nữ,38,THPT,Chính thức,15144133,1,,,,,,,,,
Nữ,37,THPT,Chính thức,12796812,2,,,,,,,,,
Nữ,35,THPT,Chính thức,14494189,4,,,,,,,,,
Nữ,34,THPT,Chính thức,17407346,4,,,,,,,,,
Nữ,35,Đại học,Chính thức,16732403,4,,,,,,,,,
Nữ,57,THPT,Chính thức,15177295,2,,,,,,,,,
Nữ,37,Khác,Chính thức,12355713,2,,,,,,,,,
Nữ,36,Đại học,Chính thức,17332981,4,,,,,,,,,
Nữ,27,Khác,Chính thức,13228643,4,,,,,,,,,
Nữ,38,THPT,Chính thức,15422893,4,,,,,,,,,
Nữ,45,THPT,Chính thức,17162287,1,,,,,,,,,
Nữ,33,THPT,Chính thức,14665360,2,,,,,,,,,
Nữ,56,THPT,Chính thức,15584661,2,,,,,,,,,
Nữ,51,Đại học,Chính thức,17143671,3,,,,,,,,,
Nữ,41,THPT,Chính thức,15764258,2,,,,,,,,,
Nữ,19,THPT,Chính thức,13822613,1,,,,,,,,,
Nữ,57,THPT,Chính thức,15269001,2,,,,,,,,,
Nữ,48,Khác,Chính thức,12149071,1,,,,,,,,,
Nữ,30,Khác,Chính thức,12662818,4,,,,,,,,,
Nữ,47,Cao đẳng - Trung cấp,Chính thức,14475604,2,,,,,,,,,
Nữ,35,Khác,Chính thức,12227049,3,,,,,,,,,
Nữ,34,Thạc sĩ - Tiến sĩ,Chính thức,14047649,4,,,,,,,,,
Nữ,38,Đại học,Chính thức,12287371,4,,,,,,,,,
Nữ,38,Đại học,Chính thức,15284401,2,,,,,,,,,
Nữ,53,Đại học,Chính thức,16639466,2,,,,,,,,,
Nữ,64,Đại học,Chính thức,15991839,3,,,,,,,,,
Nữ,31,Khác,Chính thức,14895963,3,,,,,,,,,
Nữ,51,Thạc sĩ - Tiến sĩ,Chính thức,16706126,4,,,,,,,,,
Nữ,22,Đại học,Chính thức,14874069,4,,,,,,,,,
Nữ,64,Đại học,Chính thức,14798713,3,,,,,,,,,
Nữ,26,THPT,Chính thức,16933890,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,14805705,4,,,,,,,,,
Nữ,26,THPT,Chính thức,17299541,4,,,,,,,,,
Nữ,29,Khác,Chính thức,13438623,4,,,,,,,,,
Nữ,36,Khác,Chính thức,12516460,3,,,,,,,,,
Nữ,50,THPT,Chính thức,12104948,3,,,,,,,,,
Nữ,48,THPT,Chính thức,16112542,2,,,,,,,,,
Nữ,27,Khác,Chính thức,16225101,1,,,,,,,,,
Nữ,36,THPT,Chính thức,17682615,4,,,,,,,,,
Nữ,36,Đại học,Chính thức,13081522,3,,,,,,,,,
Nữ,45,Khác,Chính thức,17727606,3,,,,,,,,,
Nữ,38,Đại học,Chính thức,14972105,4,,,,,,,,,
Nữ,31,Khác,Chính thức,15010635,4,,,,,,,,,
Nữ,50,Khác,Chính thức,17682192,3,,,,,,,,,
Nữ,29,THPT,Chính thức,16940498,3,,,,,,,,,
Nữ,50,THPT,Chính thức,15419986,4,,,,,,,,,
Nữ,34,Khác,Chính thức,16606557,4,,,,,,,,,
Nữ,25,Đại học,Chính thức,15077939,3,,,,,,,,,
Nữ,35,THPT,Chính thức,17766246,2,,,,,,,,,
Nữ,35,THPT,Chính thức,17392736,4,,,,,,,,,
Nữ,46,Cao đẳng - Trung cấp,Chính thức,17764932,3,,,,,,,,,
Nữ,26,Cao đẳng - Trung cấp,Chính thức,15951437,4,,,,,,,,,
Nữ,28,Cao đẳng - Trung cấp,Chính thức,13008770,4,,,,,,,,,
Nữ,43,Khác,Chính thức,17329405,2,,,,,,,,,
Nữ,27,Đại học,Chính thức,13292392,1,,,,,,,,,
Nữ,30,Đại học,Chính thức,17551445,4,,,,,,,,,
Nữ,26,Thạc sĩ - Tiến sĩ,Chính thức,17886612,4,,,,,,,,,
Nữ,41,THPT,Chính thức,16544328,4,,,,,,,,,
Nữ,51,Khác,Chính thức,16033088,3,,,,,,,,,
Nữ,54,THPT,Chính thức,13567406,4,,,,,,,,,
Nữ,27,THPT,Chính thức,14028201,4,,,,,,,,,
Nữ,32,Khác,Chính thức,16131259,2,,,,,,,,,
Nữ,30,Đại học,Chính thức,16304410,4,,,,,,,,,
Nữ,41,Khác,Chính thức,17924838,3,,,,,,,,,
Nữ,61,THPT,Chính thức,14173047,4,,,,,,,,,
Nữ,36,Đại học,Chính thức,13144205,1,,,,,,,,,
Nữ,53,Thạc sĩ - Tiến sĩ,Chính thức,16538332,3,,,,,,,,,
Nữ,46,Đại học,Chính thức,14358717,3,,,,,,,,,
Nữ,30,THPT,Chính thức,13493369,2,,,,,,,,,
Nữ,45,Đại học,Chính thức,17953516,4,,,,,,,,,
Nữ,58,Đại học,Chính thức,16332875,4,,,,,,,,,
Nữ,34,Đại học,Chính thức,16470279,2,,,,,,,,,
Nữ,33,Khác,Chính thức,17538213,2,,,,,,,,,
Nữ,41,Đại học,Chính thức,16891923,2,,,,,,,,,
Nữ,42,Đại học,Chính thức,16129645,2,,,,,,,,,
Nữ,38,Đại học,Chính thức,16686129,2,,,,,,,,,
Nữ,56,Đại học,Chính thức,15513026,3,,,,,,,,,
Nữ,45,Khác,Chính thức,16134756,3,,,,,,,,,
Nữ,27,Đại học,Chính thức,12177503,4,,,,,,,,,
Nữ,28,Khác,Chính thức,14887764,3,,,,,,,,,
Nữ,25,Cao đẳng - Trung cấp,Chính thức,14471832,1,,,,,,,,,
Nữ,27,Đại học,Chính thức,14783846,3,,,,,,,,,
Nữ,38,Đại học,Chính thức,15079749,4,,,,,,,,,
Nữ,33,Khác,Chính thức,14414011,3,,,,,,,,,
Nữ,30,Đại học,Chính thức,16192932,3,,,,,,,,,
Nữ,41,Cao đẳng - Trung cấp,Chính thức,14995158,4,,,,,,,,,
Nữ,38,Thạc sĩ - Tiến sĩ,Chính thức,14284534,1,,,,,,,,,
Nữ,37,THPT,Chính thức,13722750,4,,,,,,,,,
Nữ,35,THPT,Chính thức,14828600,4,,,,,,,,,
Nữ,41,Khác,Chính thức,14342730,3,,,,,,,,,
Nữ,62,THPT,Chính thức,15761873,3,,,,,,,,,
Nữ,22,Khác,Chính thức,13319519,3,,,,,,,,,
Nữ,44,Đại học,Chính thức,13491763,2,,,,,,,,,
Nữ,51,Khác,Chính thức,16211133,4,,,,,,,,,
Nữ,32,Đại học,Chính thức,15411917,4,,,,,,,,,
Nữ,29,Cao đẳng - Trung cấp,Chính thức,15233976,4,,,,,,,,,
Nữ,40,Đại học,Chính thức,15149915,1,,,,,,,,,
Nữ,55,THPT,Chính thức,17027093,4,,,,,,,,,
Nữ,51,Khác,Chính thức,12486795,4,,,,,,,,,
Nữ,31,Đại học,Chính thức,16672980,2,,,,,,,,,
Nữ,49,Khác,Chính thức,13829697,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,16991457,4,,,,,,,,,
Nữ,34,THPT,Chính thức,14469391,4,,,,,,,,,
Nữ,36,Đại học,Chính thức,14681059,4,,,,,,,,,
Nữ,35,Khác,Chính thức,14464142,3,,,,,,,,,
Nữ,43,Khác,Chính thức,13601063,2,,,,,,,,,
Nữ,29,THPT,Chính thức,12635923,4,,,,,,,,,
Nữ,35,Đại học,Chính thức,17291361,3,,,,,,,,,
Nữ,38,Đại học,Chính thức,16695440,3,,,,,,,,,
Nữ,52,Khác,Chính thức,15241306,2,,,,,,,,,
Nữ,40,Đại học,Chính thức,17283298,2,,,,,,,,,
Nữ,39,THPT,Chính thức,13210795,3,,,,,,,,,
Nữ,47,Cao đẳng - Trung cấp,Chính thức,14605114,4,,,,,,,,,
Nữ,47,THPT,Chính thức,15356249,1,,,,,,,,,
Nữ,43,Đại học,Chính thức,12707001,2,,,,,,,,,
Nữ,35,Cao đẳng - Trung cấp,Chính thức,16391101,4,,,,,,,,,
Nữ,44,Khác,Chính thức,16265276,2,,,,,,,,,
Nữ,62,Đại học,Chính thức,17290604,4,,,,,,,,,
Nữ,44,THPT,Chính thức,16234704,3,,,,,,,,,
Nữ,29,Đại học,Chính thức,15218968,4,,,,,,,,,
Nữ,42,Đại học,Chính thức,12908006,4,,,,,,,,,
Nữ,44,Đại học,Chính thức,14838556,4,,,,,,,,,
Nữ,21,Đại học,Chính thức,14565851,3,,,,,,,,,
Nữ,33,THPT,Chính thức,17458674,1,,,,,,,,,
Nữ,30,Đại học,Chính thức,15782480,3,,,,,,,,,
Nữ,63,Đại học,Chính thức,13336817,4,,,,,,,,,
Nữ,25,Đại học,Chính thức,12610910,1,,,,,,,,,
Nữ,31,THPT,Chính thức,15227529,4,,,,,,,,,
Nữ,42,Đại học,Chính thức,14827414,1,,,,,,,,,
Nữ,26,Đại học,Chính thức,15083141,4,,,,,,,,,
Nữ,33,Khác,Chính thức,12276683,4,,,,,,,,,
Nữ,28,THPT,Chính thức,17687909,2,,,,,,,,,
Nữ,39,Khác,Chính thức,14686928,2,,,,,,,,,
Nữ,30,Khác,Chính thức,14945953,4,,,,,,,,,
Nữ,46,THPT,Chính thức,14285433,4,,,,,,,,,
Nữ,44,Đại học,Chính thức,17507036,1,,,,,,,,,
Nữ,29,Thạc sĩ - Tiến sĩ,Chính thức,15150448,4,,,,,,,,,
Nữ,57,Thạc sĩ - Tiến sĩ,Chính thức,17367862,4,,,,,,,,,
Nữ,29,Đại học,Chính thức,16605619,4,,,,,,,,,
Nữ,28,THPT,Chính thức,14121567,1,,,,,,,,,
Nữ,44,Đại học,Chính thức,14205627,2,,,,,,,,,
Nữ,23,Cao đẳng - Trung cấp,Chính thức,17332366,3,,,,,,,,,
Nữ,47,THPT,Chính thức,17800618,4,,,,,,,,,
Nữ,39,Đại học,Chính thức,17905598,2,,,,,,,,,
Nữ,48,Khác,Chính thức,13395804,2,,,,,,,,,
Nữ,38,Đại học,Chính thức,15969708,2,,,,,,,,,
Nữ,34,Đại học,Chính thức,16756225,3,,,,,,,,,
Nữ,33,Cao đẳng - Trung cấp,Chính thức,16383002,2,,,,,,,,,
Nữ,27,Khác,Chính thức,15400969,3,,,,,,,,,
Nữ,42,Đại học,Chính thức,13876733,3,,,,,,,,,
Nữ,41,Khác,Chính thức,16169134,4,,,,,,,,,
Nữ,46,Cao đẳng - Trung cấp,Chính thức,16064422,2,,,,,,,,,
Nữ,24,Đại học,Chính thức,17719143,3,,,,,,,,,
Nữ,31,Đại học,Chính thức,15243115,4,,,,,,,,,
Nữ,36,Khác,Chính thức,12875439,3,,,,,,,,,
Nữ,40,Cao đẳng - Trung cấp,Chính thức,14180744,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,17089017,2,,,,,,,,,
Nữ,30,Đại học,Chính thức,16979852,4,,,,,,,,,
Nữ,37,THPT,Chính thức,12566461,4,,,,,,,,,
Nữ,26,Đại học,Chính thức,13892597,3,,,,,,,,,
Nữ,40,THPT,Chính thức,15957865,3,,,,,,,,,
Nữ,46,Đại học,Chính thức,14240339,4,,,,,,,,,
Nữ,28,Thạc sĩ - Tiến sĩ,Chính thức,12390089,4,,,,,,,,,
Nữ,36,Đại học,Chính thức,12737516,4,,,,,,,,,
Nữ,44,Đại học,Chính thức,13183733,3,,,,,,,,,
Nữ,18,THPT,Chính thức,12073830,4,,,,,,,,,
Nữ,48,Đại học,Chính thức,13553523,3,,,,,,,,,
Nữ,50,Đại học,Chính thức,14783220,4,,,,,,,,,
Nữ,45,Đại học,Chính thức,12111386,4,,,,,,,,,
Nữ,64,Đại học,Chính thức,15744984,4,,,,,,,,,
Nữ,25,Đại học,Chính thức,14134246,2,,,,,,,,,
Nữ,26,Khác,Chính thức,15118028,2,,,,,,,,,
Nữ,18,THPT,Chính thức,12527744,4,,,,,,,,,
Nữ,27,Đại học,Chính thức,13613964,2,,,,,,,,,
Nữ,52,Đại học,Chính thức,12000158,4,,,,,,,,,
Nữ,44,Đại học,Chính thức,13621260,1,,,,,,,,,
Nữ,28,Đại học,Chính thức,14604957,4,,,,,,,,,
Nữ,42,Thạc sĩ - Tiến sĩ,Chính thức,13967757,3,,,,,,,,,
Nữ,43,Cao đẳng - Trung cấp,Chính thức,16488964,1,,,,,,,,,
Nữ,18,Khác,Chính thức,17897059,3,,,,,,,,,
Nữ,38,Đại học,Chính thức,12699383,4,,,,,,,,,
Nữ,43,Khác,Chính thức,16765464,4,,,,,,,,,
Nữ,26,THPT,Chính thức,13598177,4,,,,,,,,,
Nữ,47,THPT,Chính thức,12657555,4,,,,,,,,,
Nữ,39,Khác,Chính thức,15410153,2,,,,,,,,,
Nữ,36,Đại học,Chính thức,17924316,2,,,,,,,,,
Nữ,38,Đại học,Chính thức,14333792,2,,,,,,,,,
Nữ,33,Đại học,Chính thức,17924524,4,,,,,,,,,
Nữ,24,Đại học,Chính thức,14021226,4,,,,,,,,,
Nữ,46,Đại học,Chính thức,16565067,4,,,,,,,,,
Nữ,35,Khác,Chính thức,17349660,2,,,,,,,,,
Nữ,26,THPT,Chính thức,17440510,4,,,,,,,,,
Nữ,28,Đại học,Chính thức,17494667,3,,,,,,,,,
Nữ,28,THPT,Chính thức,14921507,2,,,,,,,,,
Nữ,29,Khác,Chính thức,14552020,4,,,,,,,,,
Nữ,58,Đại học,Chính thức,17789519,1,,,,,,,,,
Nữ,33,THPT,Chính thức,16340370,3,,,,,,,,,
Nữ,48,Đại học,Chính thức,14518108,4,,,,,,,,,
Nữ,33,THPT,Chính thức,14353722,3,,,,,,,,,
Nữ,32,Đại học,Chính thức,16558010,3,,,,,,,,,
Nữ,25,THPT,Chính thức,15343038,1,,,,,,,,,
Nữ,43,Đại học,Chính thức,16554857,2,,,,,,,,,
Nữ,18,Cao đẳng - Trung cấp,Chính thức,13571170,4,,,,,,,,,
Nữ,48,Đại học,Chính thức,14814431,3,,,,,,,,,
Nữ,43,Đại học,Chính thức,13067736,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,17250498,4,,,,,,,,,
Nữ,34,Khác,Chính thức,17618471,2,,,,,,,,,
Nữ,51,Đại học,Chính thức,13401428,4,,,,,,,,,
Nữ,46,THPT,Chính thức,17356364,3,,,,,,,,,
Nữ,38,Khác,Chính thức,16085113,1,,,,,,,,,
Nữ,36,Khác,Chính thức,16234025,3,,,,,,,,,
Nữ,48,THPT,Chính thức,15880990,3,,,,,,,,,
Nữ,31,Đại học,Chính thức,12074798,1,,,,,,,,,
Nữ,34,Đại học,Chính thức,15299519,4,,,,,,,,,
Nữ,50,Đại học,Chính thức,13716680,4,,,,,,,,,
Nữ,19,Cao đẳng - Trung cấp,Chính thức,14806863,2,,,,,,,,,
Nữ,37,Cao đẳng - Trung cấp,Chính thức,12628775,4,,,,,,,,,
Nữ,49,Đại học,Chính thức,16579150,2,,,,,,,,,
Nữ,49,Khác,Chính thức,16441628,3,,,,,,,,,
Nữ,31,Đại học,Chính thức,15056383,2,,,,,,,,,
Nữ,20,Đại học,Chính thức,16310246,4,,,,,,,,,
Nữ,37,THPT,Chính thức,16631037,2,,,,,,,,,
Nữ,33,Đại học,Chính thức,13585487,4,,,,,,,,,
Nữ,47,Khác,Chính thức,14268059,4,,,,,,,,,
Nữ,31,THPT,Chính thức,17109196,4,,,,,,,,,
Nữ,29,Đại học,Chính thức,16136497,1,,,,,,,,,
Nữ,41,Đại học,Chính thức,16845970,4,,,,,,,,,
Nữ,28,Khác,Chính thức,12711912,2,,,,,,,,,
Nữ,50,Đại học,Chính thức,13074683,4,,,,,,,,,
Nữ,48,Đại học,Chính thức,16045762,2,,,,,,,,,
Nữ,38,Khác,Chính thức,14875754,4,,,,,,,,,
Nữ,28,Đại học,Chính thức,16132753,3,,,,,,,,,
Nữ,30,Đại học,Chính thức,14855471,2,,,,,,,,,
Nữ,53,Thạc sĩ - Tiến sĩ,Chính thức,12970411,4,,,,,,,,,
Nữ,31,Đại học,Chính thức,13825877,4,,,,,,,,,
Nữ,21,THPT,Chính thức,14047886,4,,,,,,,,,
Nữ,30,THPT,Chính thức,13426402,2,,,,,,,,,
Nữ,35,THPT,Chính thức,14869864,4,,,,,,,,,
Nữ,48,Đại học,Chính thức,15924544,1,,,,,,,,,
Nữ,47,Đại học,Chính thức,13446057,4,,,,,,,,,
Nữ,44,Đại học,Chính thức,17420870,4,,,,,,,,,
Nữ,29,Đại học,Chính thức,12607021,2,,,,,,,,,
Nữ,49,Khác,Chính thức,15819276,2,,,,,,,,,
Nữ,35,Đại học,Chính thức,16230132,2,,,,,,,,,
Nữ,31,Đại học,Chính thức,16884064,4,,,,,,,,,
Nữ,34,THPT,Chính thức,13345468,1,,,,,,,,,
Nữ,21,Đại học,Chính thức,13044091,4,,,,,,,,,
Nữ,44,Khác,Chính thức,16084460,4,,,,,,,,,
Nữ,30,Đại học,Chính thức,13029862,2,,,,,,,,,
Nữ,43,Đại học,Chính thức,12569956,3,,,,,,,,,
Nữ,35,Đại học,Chính thức,15959162,3,,,,,,,,,
Nữ,37,Đại học,Chính thức,17611625,4,,,,,,,,,
Nữ,30,THPT,Chính thức,13112797,2,,,,,,,,,
Nữ,45,Đại học,Chính thức,14218028,4,,,,,,,,,
Nữ,38,THPT,Chính thức,15389821,4,,,,,,,,,
Nữ,38,Đại học,Chính thức,16917382,3,,,,,,,,,
Nữ,53,THPT,Chính thức,12871788,3,,,,,,,,,
Nữ,36,Đại học,Chính thức,17723941,4,,,,,,,,,
Nữ,47,Khác,Chính thức,14095939,4,,,,,,,,,
Nữ,32,Khác,Chính thức,12227776,2,,,,,,,,,
Nữ,30,Đại học,Chính thức,12808523,3,,,,,,,,,
Nữ,37,Khác,Chính thức,14340421,4,,,,,,,,,
Nữ,40,Đại học,Chính thức,14569518,4,,,,,,,,,
Nữ,49,THPT,Chính thức,16465259,4,,,,,,,,,
Nữ,43,Khác,Chính thức,13669286,4,,,,,,,,,
Nữ,36,Khác,Chính thức,13216099,2,,,,,,,,,
Nữ,54,THPT,Chính thức,17148326,2,,,,,,,,,
Nữ,48,THPT,Chính thức,12619364,2,,,,,,,,,
Nữ,33,Đại học,Chính thức,15945903,4,,,,,,,,,
Nữ,30,THPT,Chính thức,16063441,4,,,,,,,,,
Nữ,39,Khác,Chính thức,15008986,4,,,,,,,,,
Nữ,26,THPT,Chính thức,17366274,4,,,,,,,,,
Nữ,53,Đại học,Chính thức,13236839,4,,,,,,,,,
Nữ,26,Cao đẳng - Trung cấp,Chính thức,12154993,2,,,,,,,,,
Nữ,47,THPT,Chính thức,16113319,4,,,,,,,,,
Nữ,26,Đại học,Chính thức,17849579,1,,,,,,,,,
Nữ,33,Khác,Chính thức,15880715,2,,,,,,,,,
Nữ,44,Đại học,Chính thức,14211755,4,,,,,,,,,
Nữ,48,Cao đẳng - Trung cấp,Chính thức,13639802,2,,,,,,,,,
Nữ,34,Đại học,Chính thức,15020047,4,,,,,,,,,
Nữ,44,Thạc sĩ - Tiến sĩ,Chính thức,17529973,2,,,,,,,,,
Nữ,34,Khác,Chính thức,12152686,4,,,,,,,,,
Nữ,32,Cao đẳng - Trung cấp,Chính thức,16267897,1,,,,,,,,,
Nữ,35,THPT,Chính thức,12485928,2,,,,,,,,,
Nữ,36,THPT,Chính thức,17020579,4,,,,,,,,,
Nữ,27,THPT,Chính thức,12824276,3,,,,,,,,,
Nữ,43,Khác,Chính thức,13673258,1,,,,,,,,,
Nữ,41,Đại học,Chính thức,12069966,4,,,,,,,,,
Nữ,36,Cao đẳng - Trung cấp,Chính thức,16957070,4,,,,,,,,,
Nữ,30,THPT,Chính thức,15235566,4,,,,,,,,,
Nữ,47,Đại học,Chính thức,14845236,4,,,,,,,,,
Nữ,34,Khác,Chính thức,15451769,2,,,,,,,,,
Nữ,53,Đại học,Chính thức,14397501,4,,,,,,,,,
Nữ,28,THPT,Chính thức,16981113,2,,,,,,,,,
Nữ,38,Đại học,Chính thức,13157904,4,,,,,,,,,
Nữ,47,THPT,Chính thức,17862600,2,,,,,,,,,
Nữ,50,Đại học,Chính thức,12081826,4,,,,,,,,,
Nữ,57,Đại học,Chính thức,15148136,4,,,,,,,,,
Nữ,48,Đại học,Chính thức,13079891,1,,,,,,,,,
Nữ,40,Khác,Chính thức,13320894,4,,,,,,,,,
Nữ,35,Đại học,Chính thức,14419453,4,,,,,,,,,
Nữ,46,Cao đẳng - Trung cấp,Chính thức,17713388,4,,,,,,,,,
Nữ,35,THPT,Chính thức,17154547,3,,,,,,,,,
Nữ,50,THPT,Chính thức,17425287,3,,,,,,,,,
Nữ,54,Cao đẳng - Trung cấp,Chính thức,15753326,2,,,,,,,,,
Nữ,48,Đại học,Chính thức,16382938,2,,,,,,,,,
Nữ,57,Đại học,Chính thức,15307392,3,,,,,,,,,
Nữ,49,Khác,Chính thức,12389761,2,,,,,,,,,
Nữ,41,Đại học,Chính thức,15257555,3,,,,,,,,,
Nữ,30,Đại học,Chính thức,12296472,3,,,,,,,,,
Nữ,44,THPT,Chính thức,15632790,4,,,,,,,,,
Nữ,47,Đại học,Chính thức,17228950,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,15281466,3,,,,,,,,,
Nữ,25,Đại học,Chính thức,12244969,4,,,,,,,,,
Nữ,39,Đại học,Chính thức,13068486,4,,,,,,,,,
Nữ,36,THPT,Chính thức,15552353,3,,,,,,,,,
Nữ,25,THPT,Chính thức,17443639,4,,,,,,,,,
Nữ,51,Đại học,Chính thức,15887644,4,,,,,,,,,
Nữ,42,Khác,Chính thức,14215704,4,,,,,,,,,
