Giới tính của bạn:,Độ tuổi của bạn:,Trình độ học vấn cao nhất:,Tình trạng việc làm chính:,"Thu nhập bình quân tháng theo Hợp đồng lao động của bạn là bao nhiêu? (Vui lòng điền tổng thu nhập trước khi khấu trừ các loại Bảo hiểm (BHXH, BHYT, BHTN) và Thuế TNCN)","Số người phụ thuộc (con nhỏ, cha mẹ già...) đủ điều kiện giảm trừ gia cảnh:","Tôi tin rằng với các quy định quản lý thuế hiện nay, hành vi gian lận hoặc trốn thuế sẽ dễ dàng bị phát hiện và xử lý nghiêm. - HUMAN-ENF1","Tôi tin rằng Nhà nước, cơ quan thuế có đủ khả năng và công nghệ để phát hiện, xử lý nghiêm các hành vi trốn thuế. - HUMAN-ENF2","Các thủ tục khai báo thuế VÀ/HOẶC quy trình làm việc với cơ quan thuế đơn giản, tiện lợi, nhanh chóng hơn so với trước đây. - HUMAN-FAC1","So với trước đây, tôi thấy cách tính thuế và các bậc thuế trong phương án mới đơn giản, dễ hiểu và dễ thực hiện hơn. - HUMAN-FAC2","Tôi tin rằng Nhà nước, cơ quan thuế sẽ thực thi chính sách mới một cách khách quan, công tâm và đối xử bình đẳng với mọi người nộp thuế.  - HUMAN-TRU1",Tôi thấy mức thuế tôi phải đóng theo phương án mới là công bằng (người thu nhập như tôi đóng mức này là hợp lý). - HUMAN-TRU2,"Tôi tin tưởng số tiền thuế tôi đóng sẽ được Nhà nước sử dụng hiệu quả để cải thiện dịch vụ công (y tế, đường xá...). - HUMAN-TRU3","Tôi thấy Nhà nước đã giải thích rõ ràng, minh bạch về lý do và mục tiêu của việc sửa đổi thuế lần này. - HUMAN-TRU4","Sau khi xem xét các quyền lợi và nghĩa vụ, bạn có ủng hộ và tuân thủ chính sách mới hiện nay? - HUMAN-OUT1"
Nam,31,THPT,Chính thức,15330491.03,4,,,,,,,,,
Nam,33,Đại học,Chính thức,12677741.84,4,,,,,,,,,
Nam,55,Khác,Phi chính thức,12334509.46,4,,,,,,,,,
Nam,45,Đại học,Chính thức,18250051.73,6,,,,,,,,,
Nam,36,Khác,Phi chính thức,12326080.56,4,,,,,,,,,
Nam,30,Đại học,Chính thức,14281583.85,3,,,,,,,,,
Nam,37,THPT,Chính thức,26968014.02,5,,,,,,,,,
Nam,36,Đại học,Chính thức,14545427.82,6,,,,,,,,,
Nam,37,Cao đẳng - Trung cấp nghề,Chính thức,13663628.34,5,,,,,,,,,
Nam,47,Đại học,Chính thức,14251298.64,5,,,,,,,,,
Nam,47,Khác,Phi chính thức,12975203.37,5,,,,,,,,,
Nữ,44,Đại học,Chính thức,18498448.17,2,,,,,,,,,
Nam,43,Đại học,Chính thức,22636974.96,2,,,,,,,,,
Nam,28,Đại học,Chính thức,42776187.15,5,,,,,,,,,
Nam,29,Đại học,Chính thức,13623248.06,3,,,,,,,,,
Nam,62,Đại học,Chính thức,17014701.56,4,,,,,,,,,
Nữ,29,Đại học,Chính thức,13319415.86,4,,,,,,,,,
Nữ,39,Đại học,Chính thức,26419980.28,2,,,,,,,,,
Nam,40,Đại học,Chính thức,21497103.25,2,,,,,,,,,
Nam,31,Đại học,Chính thức,18303641.63,3,,,,,,,,,
Nữ,27,Đại học,Chính thức,19493068.49,3,,,,,,,,,
Nữ,40,Đại học,Chính thức,12300303.83,4,,,,,,,,,
Nữ,51,Cao đẳng - Trung cấp nghề,Chính thức,14384102.71,3,,,,,,,,,
Nam,46,Đại học,Chính thức,40098463.69,2,,,,,,,,,
Nữ,43,Đại học,Chính thức,37657239.29,2,,,,,,,,,
Nam,34,Đại học,Chính thức,13671273.15,7,,,,,,,,,
Nữ,49,Đại học,Chính thức,24641581.77,2,,,,,,,,,
Nam,49,Đại học,Chính thức,21343161.6,2,,,,,,,,,
Nữ,43,Thạc sĩ - Tiến sĩ,Chính thức,20798882.68,4,,,,,,,,,
Nam,43,Đại học,Chính thức,13760070.57,9,,,,,,,,,
Nữ,33,Đại học,Chính thức,12486523.57,3,,,,,,,,,
Nam,50,Đại học,Chính thức,18730602.11,2,,,,,,,,,
Nam,40,Đại học,Chính thức,17729295.31,4,,,,,,,,,
Nam,28,Cao đẳng - Trung cấp nghề,Chính thức,13809663.82,6,,,,,,,,,
Nam,30,Cao đẳng - Trung cấp nghề,Chính thức,16858080.96,4,,,,,,,,,
Nam,37,Đại học,Chính thức,17162795.26,3,,,,,,,,,
Nữ,37,Thạc sĩ - Tiến sĩ,Chính thức,22068590.94,3,,,,,,,,,
Nam,55,Cao đẳng - Trung cấp nghề,Chính thức,16073115.75,3,,,,,,,,,
Nam,45,Đại học,Phi chính thức,14054885.82,4,,,,,,,,,
Nam,40,Đại học,Chính thức,24505531.82,5,,,,,,,,,
Nam,33,Đại học,Chính thức,16506517.69,4,,,,,,,,,
Nam,47,Đại học,Chính thức,12637655.59,3,,,,,,,,,
Nam,45,THPT,Chính thức,15780358.72,2,,,,,,,,,
Nữ,44,Đại học,Chính thức,15138586.69,1,,,,,,,,,
Nam,42,Đại học,Chính thức,15132118,4,,,,,,,,,
Nam,54,Đại học,Chính thức,20775087.94,7,,,,,,,,,
Nam,27,Cao đẳng - Trung cấp nghề,Chính thức,15033813.58,6,,,,,,,,,
Nữ,26,Cao đẳng - Trung cấp nghề,Chính thức,13515632.66,6,,,,,,,,,
Nam,46,Thạc sĩ - Tiến sĩ,Chính thức,18600558.66,5,,,,,,,,,
Nam,32,THPT,Chính thức,12584533.96,3,,,,,,,,,
Nữ,33,Đại học,Chính thức,16000294.03,7,,,,,,,,,
Nam,38,Đại học,Chính thức,16503871.41,4,,,,,,,,,
Nam,39,THPT,Chính thức,13806821.52,4,,,,,,,,,
Nam,31,Đại học,Chính thức,17584827.99,6,,,,,,,,,
Nam,33,THPT,Chính thức,14741546.6,4,,,,,,,,,
Nam,37,THPT,Chính thức,12731549.54,5,,,,,,,,,
Nam,41,Đại học,Chính thức,17145153.39,4,,,,,,,,,
Nữ,36,Đại học,Chính thức,12584239.93,4,,,,,,,,,
Nam,31,Khác,Chính thức,13172988.34,6,,,,,,,,,
Nam,45,Đại học,Chính thức,13510830.15,5,,,,,,,,,
Nữ,43,Đại học,Phi chính thức,14933058.9,1,,,,,,,,,
Nam,34,Khác,Chính thức,15898853.28,2,,,,,,,,,
Nam,24,Đại học,Chính thức,13308438.69,5,,,,,,,,,
Nam,60,THPT,Phi chính thức,12929824.56,3,,,,,,,,,
Nam,37,THPT,Chính thức,14938645.5,4,,,,,,,,,
Nam,43,THPT,Chính thức,13854944.62,4,,,,,,,,,
Nam,45,Thạc sĩ - Tiến sĩ,Chính thức,26750356.01,4,,,,,,,,,
Nam,56,Đại học,Chính thức,17739390.38,2,,,,,,,,,
Nam,54,Đại học,Chính thức,16210722.34,1,,,,,,,,,
Nữ,54,Đại học,Chính thức,22325470.72,2,,,,,,,,,
Nam,53,Thạc sĩ - Tiến sĩ,Chính thức,17533372.54,4,,,,,,,,,
Nữ,37,Đại học,Chính thức,18652803.64,4,,,,,,,,,
Nam,38,Cao đẳng - Trung cấp nghề,Chính thức,13368421.05,6,,,,,,,,,
Nữ,30,Cao đẳng - Trung cấp nghề,Chính thức,12780554.74,6,,,,,,,,,
Nam,22,Khác,Phi chính thức,13467411.55,5,,,,,,,,,
Nam,41,THPT,Chính thức,19117835.71,4,,,,,,,,,
Nữ,50,Đại học,Chính thức,12336273.65,3,,,,,,,,,
Nam,35,Đại học,Chính thức,18145354.85,5,,,,,,,,,
Nam,42,Cao đẳng - Trung cấp nghề,Chính thức,13958345.58,4,,,,,,,,,
Nam,34,Đại học,Chính thức,16602371.85,4,,,,,,,,,
Nam,44,Khác,Phi chính thức,15718220.13,6,,,,,,,,,
Nam,57,Khác,Chính thức,13528962.07,2,,,,,,,,,
Nam,41,Khác,Chính thức,16229834.36,3,,,,,,,,,
Nữ,25,Thạc sĩ - Tiến sĩ,Chính thức,16472802.12,5,,,,,,,,,
Nữ,41,Cao đẳng - Trung cấp nghề,Chính thức,21742499.48,5,,,,,,,,,
Nữ,52,Thạc sĩ - Tiến sĩ,Chính thức,26419213.5,4,,,,,,,,,
Nam,55,Khác,Phi chính thức,12486327.55,4,,,,,,,,,
Nam,49,Khác,Phi chính thức,30977653.63,3,,,,,,,,,
Nam,52,THPT,Chính thức,19219739.29,3,,,,,,,,,
Nam,44,Cao đẳng - Trung cấp nghề,Chính thức,13956679.41,3,,,,,,,,,
Nam,25,Đại học,Phi chính thức,15229932.37,7,,,,,,,,,
Nam,29,Khác,Chính thức,14426051.16,8,,,,,,,,,
Nam,51,THPT,Chính thức,14971380.97,5,,,,,,,,,
Nam,33,Khác,Phi chính thức,13123787.12,4,,,,,,,,,
Nam,58,Khác,Phi chính thức,25976010.52,5,,,,,,,,,
Nữ,54,Đại học,Chính thức,15834264.43,3,,,,,,,,,
Nam,59,Thạc sĩ - Tiến sĩ,Chính thức,22516863.23,2,,,,,,,,,
Nam,31,Thạc sĩ - Tiến sĩ,Chính thức,15101244.73,2,,,,,,,,,
Nam,25,Thạc sĩ - Tiến sĩ,Chính thức,12738998.33,2,,,,,,,,,
Nam,54,Đại học,Chính thức,15463785.16,4,,,,,,,,,
Nam,35,Đại học,Chính thức,17888268.16,2,,,,,,,,,
Nữ,35,Thạc sĩ - Tiến sĩ,Chính thức,15525433.7,2,,,,,,,,,
Nữ,52,Cao đẳng - Trung cấp nghề,Chính thức,24065505.53,2,,,,,,,,,
Nam,50,Đại học,Chính thức,15949916.69,2,,,,,,,,,
Nữ,49,THPT,Chính thức,24682769.2,2,,,,,,,,,
Nam,37,THPT,Phi chính thức,17523963.54,4,,,,,,,,,
Nam,39,Đại học,Chính thức,21033002.28,6,,,,,,,,,
Nữ,45,Đại học,Chính thức,13369695.19,4,,,,,,,,,
Nữ,48,Đại học,Chính thức,12340488.09,4,,,,,,,,,
Nam,40,THPT,Phi chính thức,18705462.45,8,,,,,,,,,
Nam,42,Khác,Phi chính thức,15344408.51,4,,,,,,,,,
Nam,59,Đại học,Chính thức,29948187.1,5,,,,,,,,,
Nam,40,Khác,Phi chính thức,13891208.47,4,,,,,,,,,
Nam,31,THPT,Phi chính thức,16797118.49,4,,,,,,,,,
Nam,26,Cao đẳng - Trung cấp nghề,Chính thức,17034107.62,2,,,,,,,,,
Nữ,44,Khác,Phi chính thức,14055963.93,6,,,,,,,,,
Nam,51,Cao đẳng - Trung cấp nghề,Phi chính thức,17531216.31,4,,,,,,,,,
Nữ,47,Khác,Phi chính thức,13675095.56,3,,,,,,,,,
Nam,47,Khác,Phi chính thức,13075369.99,4,,,,,,,,,
Nam,63,Đại học,Phi chính thức,15877683.03,2,,,,,,,,,
Nam,48,Khác,Chính thức,13123199.06,2,,,,,,,,,
Nam,54,Khác,Phi chính thức,12572968.73,4,,,,,,,,,
Nam,49,THPT,Chính thức,16096932.27,3,,,,,,,,,
Nữ,40,Đại học,Chính thức,12781926.88,4,,,,,,,,,
Nam,42,Khác,Chính thức,17905855.58,4,,,,,,,,,
Nam,28,Đại học,Chính thức,15541507.4,3,,,,,,,,,
Nam,33,Đại học,Chính thức,19487585.35,6,,,,,,,,,
Nam,35,Khác,Phi chính thức,12572086.64,2,,,,,,,,,
Nữ,37,Cao đẳng - Trung cấp nghề,Chính thức,23033105.73,3,,,,,,,,,
Nam,24,Đại học,Chính thức,16648142.7,5,,,,,,,,,
Nam,25,Đại học,Chính thức,19823505.07,3,,,,,,,,,
Nam,28,Khác,Phi chính thức,12571890.62,3,,,,,,,,,
Nữ,48,Đại học,Chính thức,14246888.17,4,,,,,,,,,
Nam,39,Đại học,Chính thức,17585024.01,5,,,,,,,,,
Nam,15,Khác,Phi chính thức,15877585.02,2,,,,,,,,,
Nam,22,Khác,Phi chính thức,15877585.02,2,,,,,,,,,
Nam,33,Khác,Phi chính thức,15877094.97,5,,,,,,,,,
Nam,36,Đại học,Chính thức,14447319.42,3,,,,,,,,,
Nam,50,Thạc sĩ - Tiến sĩ,Chính thức,17876408.9,2,,,,,,,,,
Nữ,48,Thạc sĩ - Tiến sĩ,Chính thức,21600662.11,2,,,,,,,,,
Nam,47,Thạc sĩ - Tiến sĩ,Chính thức,20050382.79,2,,,,,,,,,
Nữ,46,Thạc sĩ - Tiến sĩ,Chính thức,16505439.58,2,,,,,,,,,
Nam,29,THPT,Chính thức,14741840.64,6,,,,,,,,,
Nữ,40,Cao đẳng - Trung cấp nghề,Phi chính thức,13495540.53,5,,,,,,,,,
Nam,36,Đại học,Chính thức,17485935.51,2,,,,,,,,,
Nữ,32,Đại học,Chính thức,28175594.26,2,,,,,,,,,
Nữ,50,THPT,Chính thức,17152406.16,3,,,,,,,,,
Nam,43,Đại học,Chính thức,12323434.28,5,,,,,,,,,
Nữ,23,Đại học,Chính thức,13763598.94,3,,,,,,,,,
Nam,54,THPT,Chính thức,27320845.66,5,,,,,,,,,
Nam,35,Đại học,Chính thức,13075762.03,4,,,,,,,,,
Nam,38,Đại học,Chính thức,15514162.5,4,,,,,,,,,
Nam,32,Khác,Phi chính thức,12586298.15,5,,,,,,,,,
Nam,25,Khác,Phi chính thức,12322454.18,4,,,,,,,,,
Nam,36,Khác,Chính thức,14298245.61,4,,,,,,,,,
Nam,47,Khác,Phi chính thức,14828481.82,4,,,,,,,,,
Nam,62,THPT,Chính thức,36746042.83,5,,,,,,,,,
Nam,45,Khác,Phi chính thức,12654709.4,5,,,,,,,,,
Nam,33,Cao đẳng - Trung cấp nghề,Chính thức,17189356.07,5,,,,,,,,,
Nam,27,Cao đẳng - Trung cấp nghề,Chính thức,13985396.45,4,,,,,,,,,
Nam,32,THPT,Phi chính thức,17483289.23,5,,,,,,,,,
Nam,28,Đại học,Chính thức,12495442.52,3,,,,,,,,,
Nam,40,Đại học,Chính thức,13204841.71,4,,,,,,,,,
Nữ,48,THPT,Chính thức,15851808.29,4,,,,,,,,,
Nam,61,Đại học,Chính thức,13330295.01,5,,,,,,,,,
Nam,26,Đại học,Chính thức,13220719.4,4,,,,,,,,,
Nam,56,THPT,Phi chính thức,12584435.95,7,,,,,,,,,
Nam,52,Đại học,Chính thức,16777810.45,3,,,,,,,,,
Nữ,46,Đại học,Chính thức,14201215.33,2,,,,,,,,,
Nữ,25,Cao đẳng - Trung cấp nghề,Chính thức,14475056.36,6,,,,,,,,,
Nữ,44,Đại học,Chính thức,12465549.35,4,,,,,,,,,
Nữ,51,Đại học,Chính thức,19850300.02,4,,,,,,,,,
Nam,34,Đại học,Chính thức,13062040.58,2,,,,,,,,,
Nam,39,Đại học,Chính thức,14720670.39,3,,,,,,,,,
Nữ,34,Đại học,Chính thức,13034695.68,3,,,,,,,,,
Nam,57,Thạc sĩ - Tiến sĩ,Chính thức,17569146.33,3,,,,,,,,,
Nữ,30,Đại học,Chính thức,24129696.57,5,,,,,,,,,
Nam,50,THPT,Chính thức,16253552.88,4,,,,,,,,,
Nữ,46,Đại học,Chính thức,15944134.08,2,,,,,,,,,
Nam,46,Cao đẳng - Trung cấp nghề,Chính thức,16282171.91,2,,,,,,,,,
Nam,50,Đại học,Chính thức,16496128.59,3,,,,,,,,,
Nữ,50,Cao đẳng - Trung cấp nghề,Chính thức,14252768.79,6,,,,,,,,,
Nam,58,Đại học,Chính thức,12339507.99,2,,,,,,,,,
Nam,32,THPT,Chính thức,25154343.3,3,,,,,,,,,
Nam,39,Đại học,Chính thức,15861315.3,3,,,,,,,,,
Nữ,46,Đại học,Phi chính thức,13103793,3,,,,,,,,,
Nam,46,Đại học,Chính thức,27239675.76,4,,,,,,,,,
Nữ,40,Đại học,Chính thức,13615995.3,6,,,,,,,,,
Nam,48,THPT,Phi chính thức,23574214.04,7,,,,,,,,,
Nam,36,Đại học,Chính thức,36055167.6,4,,,,,,,,,
Nam,37,Đại học,Chính thức,31253368.39,4,,,,,,,,,
Nam,33,THPT,Chính thức,12582671.76,5,,,,,,,,,
Nam,38,Khác,Chính thức,13308732.73,1,,,,,,,,,
Nam,41,Đại học,Chính thức,20529381.34,3,,,,,,,,,
Nữ,40,Đại học,Chính thức,19258431.62,2,,,,,,,,,
Nam,55,Đại học,Chính thức,48253382.99,2,,,,,,,,,
Nam,29,Đại học,Chính thức,13073605.8,6,,,,,,,,,
Nam,57,Đại học,Chính thức,12385278.84,2,,,,,,,,,
Nữ,35,Đại học,Chính thức,13760854.65,4,,,,,,,,,
Nam,58,Đại học,Chính thức,29598751.23,2,,,,,,,,,
Nữ,30,Đại học,Chính thức,30255997.37,2,,,,,,,,,
Nữ,30,Đại học,Chính thức,12957365.48,2,,,,,,,,,
Nam,29,Đại học,Phi chính thức,12290894.83,1,,,,,,,,,
Nữ,48,Khác,Chính thức,12446927.37,1,,,,,,,,,
Nam,38,Khác,Phi chính thức,20774053.38,4,,,,,,,,,
Nam,27,Khác,Chính thức,12388709.2,1,,,,,,,,,
Nam,40,Đại học,Chính thức,14543369.6,6,,,,,,,,,
Nam,28,THPT,Chính thức,20049244.78,3,,,,,,,,,
Nam,35,THPT,Phi chính thức,14348720.96,2,,,,,,,,,
Nam,33,Khác,Chính thức,41261173.18,7,,,,,,,,,
Nam,48,Khác,Phi chính thức,15766735.27,1,,,,,,,,,
Nữ,36,Cao đẳng - Trung cấp nghề,Chính thức,25983130.68,4,,,,,,,,,
Nam,32,Đại học,Chính thức,51148727.5,3,,,,,,,,,
Nam,22,Khác,Chính thức,14975791.43,2,,,,,,,,,
Nữ,42,Khác,Chính thức,15269822.6,3,,,,,,,,,
Nam,44,Khác,Chính thức,17465157.31,3,,,,,,,,,
Nữ,48,Khác,Chính thức,12692933.45,2,,,,,,,,,
Nam,43,Đại học,Chính thức,18105007.24,1,,,,,,,,,
Nữ,43,Đại học,Chính thức,20339644.11,1,,,,,,,,,
Nam,32,Đại học,Chính thức,28608938.55,3,,,,,,,,,
Nam,30,Đại học,Chính thức,22462549.14,1,,,,,,,,,
Nam,35,THPT,Chính thức,20794537.55,1,,,,,,,,,
Nam,26,Khác,Chính thức,13584827.99,2,,,,,,,,,
Nữ,26,Khác,Chính thức,12820248.95,1,,,,,,,,,
Nam,49,Khác,Chính thức,13369303.15,5,,,,,,,,,
Nam,39,Khác,Chính thức,12629324.71,2,,,,,,,,,
Nam,27,Khác,Chính thức,14034695.68,1,,,,,,,,,
Nữ,28,Đại học,Chính thức,14818778.79,1,,,,,,,,,
Nữ,41,THPT,Chính thức,13170146.04,4,,,,,,,,,
Nữ,30,Khác,Chính thức,17093011.86,5,,,,,,,,,
Nữ,21,Khác,Chính thức,18270535.9,2,,,,,,,,,
Nam,31,THPT,Chính thức,20018932.34,3,,,,,,,,,
Nam,51,Khác,Phi chính thức,12584533.96,1,,,,,,,,,
Nữ,49,Khác,Chính thức,16955797.31,1,,,,,,,,,
Nữ,24,Đại học,Chính thức,17406645.1,2,,,,,,,,,
Nam,45,THPT,Chính thức,12302068.02,4,,,,,,,,,
Nam,32,Cao đẳng - Trung cấp nghề,Chính thức,22242499.48,3,,,,,,,,,
Nam,33,THPT,Chính thức,20018311.61,2,,,,,,,,,
Nam,25,Khác,Chính thức,13025384.69,2,,,,,,,,,
Nam,36,Khác,Chính thức,18943616.8,5,,,,,,,,,
Nữ,36,Khác,Chính thức,12908262.28,1,,,,,,,,,
Nam,41,Khác,Chính thức,17387435.07,1,,,,,,,,,
Nam,34,THPT,Chính thức,12683132.41,2,,,,,,,,,
Nam,17,Khác,Chính thức,13876702.93,4,,,,,,,,,
Nữ,38,Khác,Chính thức,13768989.51,4,,,,,,,,,
Nam,40,THPT,Chính thức,13271096.74,4,,,,,,,,,
Nữ,27,THPT,Chính thức,12879055.18,1,,,,,,,,,
Nữ,29,Khác,Chính thức,13418112.32,1,,,,,,,,,
Nam,26,THPT,Chính thức,13351955.31,1,,,,,,,,,
Nam,46,Khác,Chính thức,12667156.72,1,,,,,,,,,
Nữ,45,Khác,Chính thức,14331863.18,1,,,,,,,,,
Nam,27,Khác,Phi chính thức,15622365.97,2,,,,,,,,,
Nữ,23,THPT,Chính thức,12878565.13,1,,,,,,,,,
Nam,38,Khác,Chính thức,15632657.06,1,,,,,,,,,
Nam,30,THPT,Phi chính thức,15917671.27,4,,,,,,,,,
Nữ,27,Khác,Chính thức,12881309.42,1,,,,,,,,,
Nam,29,Khác,Chính thức,13802607.08,1,,,,,,,,,
Nữ,43,Đại học,Chính thức,20960066.21,1,,,,,,,,,
Nữ,38,Khác,Chính thức,16703322.55,1,,,,,,,,,
Nữ,42,Khác,Chính thức,14811722.04,1,,,,,,,,,
Nam,38,Khác,Chính thức,14853376.46,2,,,,,,,,,
Nữ,44,Khác,Chính thức,13399686.37,5,,,,,,,,,
Nữ,20,THPT,Chính thức,13053807.7,3,,,,,,,,,
Nam,32,Khác,Chính thức,19731429.75,4,,,,,,,,,
Nam,36,THPT,Chính thức,13524747.62,5,,,,,,,,,
Nữ,38,THPT,Chính thức,12368127.02,2,,,,,,,,,
Nam,36,Khác,Chính thức,13201117.32,3,,,,,,,,,
Nữ,39,Đại học,Chính thức,15879055.18,4,,,,,,,,,
Nam,40,Khác,Phi chính thức,16583749.88,1,,,,,,,,,
Nam,37,THPT,Phi chính thức,15426541.21,3,,,,,,,,,
Nam,41,Khác,Phi chính thức,14348720.96,5,,,,,,,,,
Nữ,38,Đại học,Chính thức,13074487.9,3,,,,,,,,,
Nữ,37,Thạc sĩ - Tiến sĩ,Chính thức,19222636.04,2,,,,,,,,,
Nam,47,THPT,Chính thức,17991413.2,2,,,,,,,,,
Nam,27,Khác,Phi chính thức,19326608.73,3,,,,,,,,,
Nam,40,Khác,Phi chính thức,18758328.16,5,,,,,,,,,
Nam,46,Cao đẳng - Trung cấp nghề,Chính thức,158374158.4,4,,,,,,,,,
Nam,40,THPT,Chính thức,23463169.87,4,,,,,,,,,
Nữ,35,Đại học,Chính thức,18755431.41,4,,,,,,,,,
Nam,25,Khác,Chính thức,15054395.77,5,,,,,,,,,
Nam,28,Đại học,Chính thức,14192884.45,1,,,,,,,,,
Nữ,39,Khác,Chính thức,17483877.29,5,,,,,,,,,
Nam,54,Khác,Chính thức,24467630.63,2,,,,,,,,,
Nữ,50,Khác,Chính thức,22650631.08,2,,,,,,,,,
Nữ,36,Đại học,Chính thức,20422098.08,6,,,,,,,,,
Nam,30,Đại học,Chính thức,12681858.28,6,,,,,,,,,
Nam,53,Đại học,Chính thức,16456532.39,2,,,,,,,,,
Nữ,51,THPT,Chính thức,23136664.6,2,,,,,,,,,
Nữ,49,Khác,Chính thức,15564931.88,4,,,,,,,,,
Nữ,35,THPT,Chính thức,15565029.89,4,,,,,,,,,
Nữ,28,Khác,Chính thức,15369009.11,3,,,,,,,,,
Nữ,38,THPT,Chính thức,15661276.1,4,,,,,,,,,
Nữ,35,Đại học,Chính thức,20945272.09,1,,,,,,,,,
Nữ,37,Đại học,Chính thức,13269528.57,3,,,,,,,,,
Nam,32,Đại học,Chính thức,12829559.93,3,,,,,,,,,
Nam,42,THPT,Chính thức,19106352.16,2,,,,,,,,,
Nữ,36,THPT,Chính thức,18115663.15,1,,,,,,,,,
Nữ,43,Đại học,Chính thức,18166459.76,3,,,,,,,,,
Nam,28,Đại học,Chính thức,16386552.97,3,,,,,,,,,
Nữ,30,Đại học,Chính thức,23420442.79,3,,,,,,,,,
Nữ,30,Đại học,Chính thức,13264824.07,2,,,,,,,,,
Nam,58,THPT,Chính thức,35267108.94,2,,,,,,,,,
Nữ,55,THPT,Chính thức,12535528.77,2,,,,,,,,,
Nam,32,Khác,Phi chính thức,16994413.41,5,,,,,,,,,
Nữ,31,Cao đẳng - Trung cấp nghề,Chính thức,12839360.97,1,,,,,,,,,
Nam,33,THPT,Chính thức,13035381.75,2,,,,,,,,,
Nam,39,Thạc sĩ - Tiến sĩ,Chính thức,32101654.07,3,,,,,,,,,
Nữ,37,Đại học,Chính thức,16768205.43,3,,,,,,,,,
Nam,30,Đại học,Chính thức,16872782.51,2,,,,,,,,,
Nữ,36,THPT,Chính thức,15766735.27,2,,,,,,,,,
Nam,43,Đại học,Chính thức,28336510.02,2,,,,,,,,,
Nam,49,Khác,Chính thức,13251004.61,5,,,,,,,,,
Nữ,33,Khác,Chính thức,13408115.26,2,,,,,,,,,
Nam,54,Khác,Phi chính thức,15819268.84,2,,,,,,,,,
Nam,33,Khác,Phi chính thức,15819268.84,2,,,,,,,,,
Nam,43,THPT,Chính thức,23651440.46,4,,,,,,,,,
Nam,27,Đại học,Chính thức,16038028.03,2,,,,,,,,,
Nữ,52,THPT,Chính thức,30923978.53,2,,,,,,,,,
Nam,27,Đại học,Chính thức,20394165.11,1,,,,,,,,,
Nữ,60,Đại học,Chính thức,52087274.98,2,,,,,,,,,
Nam,58,Thạc sĩ - Tiến sĩ,Chính thức,31064410.12,2,,,,,,,,,
Nữ,33,Đại học,Chính thức,25283601.71,1,,,,,,,,,
Nam,32,Đại học,Chính thức,26798663.6,1,,,,,,,,,
Nam,50,THPT,Chính thức,21043865.09,4,,,,,,,,,
Nam,26,THPT,Chính thức,12661864.16,4,,,,,,,,,
Nam,49,Khác,Chính thức,33424697.39,5,,,,,,,,,
Nam,39,Đại học,Chính thức,17917339.13,4,,,,,,,,,
Nữ,36,Khác,Chính thức,14927374.3,4,,,,,,,,,
Nữ,36,Khác,Chính thức,12564441.83,2,,,,,,,,,
Nam,32,Khác,Phi chính thức,17112613.94,3,,,,,,,,,
Nam,43,THPT,Chính thức,37684473.93,4,,,,,,,,,
Nam,48,Khác,Chính thức,29481323.26,2,,,,,,,,,
Nữ,46,Khác,Chính thức,16247868.27,2,,,,,,,,,
Nam,36,Khác,Phi chính thức,13465941.39,4,,,,,,,,,
Nam,47,Khác,Phi chính thức,12388513.18,5,,,,,,,,,
Nam,38,Khác,Chính thức,14369891.21,2,,,,,,,,,
Nữ,43,THPT,Chính thức,24001752.66,2,,,,,,,,,
Nam,42,Khác,Chính thức,13014211.51,2,,,,,,,,,
Nam,38,Đại học,Chính thức,13859061.06,4,,,,,,,,,
Nữ,46,Đại học,Chính thức,19193668.53,2,,,,,,,,,
Nữ,53,Cao đẳng - Trung cấp nghề,Chính thức,12486131.53,3,,,,,,,,,
Nữ,49,THPT,Chính thức,12598647.46,4,,,,,,,,,
Nam,37,THPT,Phi chính thức,14546407.92,5,,,,,,,,,
Nam,55,Đại học,Chính thức,13545623.84,2,,,,,,,,,
Nam,51,Khác,Chính thức,14196706.85,5,,,,,,,,,
Nam,49,Khác,Phi chính thức,14202293.44,3,,,,,,,,,
Nữ,43,Khác,Chính thức,14074977.95,2,,,,,,,,,
Nam,33,THPT,Chính thức,15425855.14,4,,,,,,,,,
Nam,34,Khác,Chính thức,13299127.71,4,,,,,,,,,
Nữ,32,THPT,Chính thức,14162403.21,3,,,,,,,,,
Nam,41,THPT,Chính thức,19389406.17,6,,,,,,,,,
Nam,22,THPT,Chính thức,14123003.04,4,,,,,,,,,
Nam,23,THPT,Chính thức,12753797.9,2,,,,,,,,,
Nam,49,Khác,Chính thức,14088601.39,3,,,,,,,,,
Nam,36,Khác,Chính thức,12941193.77,2,,,,,,,,,
Nữ,32,Đại học,Chính thức,14421444.67,2,,,,,,,,,
Nam,31,Đại học,Chính thức,21219015.1,2,,,,,,,,,
Nam,49,Khác,Phi chính thức,12492306.18,2,,,,,,,,,
Nam,24,Khác,Chính thức,14212878.57,3,,,,,,,,,
Nam,28,Đại học,Chính thức,14641085.96,7,,,,,,,,,
Nam,36,THPT,Chính thức,31357651.44,2,,,,,,,,,
Nam,43,THPT,Chính thức,30960784.31,3,,,,,,,,,
Nam,36,Đại học,Chính thức,26719246.36,3,,,,,,,,,
Nam,57,THPT,Chính thức,18497827.44,5,,,,,,,,,
Nam,30,Đại học,Chính thức,20669149.6,6,,,,,,,,,
Nam,39,THPT,Chính thức,22428201.94,4,,,,,,,,,
